"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"3407","grand","accaparement",1,NA,NA,NA,1
"3408","histoire","récent",1,NA,NA,NA,1
"3409","propre","chaîne",1,NA,NA,NA,1
"3410","grille","artificiel",1,NA,NA,NA,1
"3411","bon","escier",1,NA,NA,NA,1
"3412","monde","Ressourçant",1,NA,NA,NA,1
"3413","simple","humains",1,NA,NA,NA,1
"3414","grand","Source",1,NA,NA,NA,1
"3415","Bon","source",1,NA,NA,NA,1
"3416","alimentation","naturel",1,NA,NA,NA,1
"3417","autre","excrément",1,NA,NA,NA,1
"3418","excrément","humain",1,NA,NA,NA,1
"3419","même","milliardaire",1,NA,NA,NA,1
"3420","restaurateur","actuel",1,NA,NA,NA,1
"3421","restaurateur","traditionnel",1,NA,NA,NA,1
"3422","côté","agriculteur",1,NA,NA,NA,1
"3423","fardeau","intenable",1,NA,NA,NA,1
"3424","place","net",1,NA,NA,NA,1
"3425","juteux","opération",1,NA,NA,NA,1
"3426","opération","financier",1,NA,NA,NA,1
"3427","seul","fixe",1,NA,NA,NA,1
"3428","fervent","révolutionnaire",1,NA,NA,NA,1
"3429","haut","finance",1,NA,NA,NA,1
"3430","Big","resetome",1,NA,NA,NA,1
"3431","libre","circulation",1,NA,NA,NA,1
"3432","détecteur","anti-intrusion",1,NA,NA,NA,1
"3433","clôture","électrique",1,NA,NA,NA,1
"3434","même","taille",1,NA,NA,NA,1
"3435","taille","exact",1,NA,NA,NA,1
"3436","installation","nucléaire",1,NA,NA,NA,1
"3437","document","ultra-sensible",1,NA,NA,NA,1
"3438","gros","vague",1,NA,NA,NA,1
"3439","ennemi","imaginaire",1,NA,NA,NA,1
"3440","téléphone","mobile",1,NA,NA,NA,1
"3441","conseil","constitutionnel",1,NA,NA,NA,1
"3442","effet","reconnaître",1,NA,NA,NA,1
"3443","document","administratif",1,NA,NA,NA,1
"3444","agent","public",1,NA,NA,NA,1
"3445","autorité","administratif",1,NA,NA,NA,1
"3446","administratif","indépendant",1,NA,NA,NA,1
"3447","élu","local",1,NA,NA,NA,1
"3448","mesure","essentiel",1,NA,NA,NA,1
"3449","point","commun",1,NA,NA,NA,1
"3450","scientifique","russe",1,NA,NA,NA,1
"3451","vaccin","standard",1,NA,NA,NA,1
"3452","défense","biologique",1,NA,NA,NA,1
"3453","même","époque",1,NA,NA,NA,1
"3454","loup","solitaire",1,NA,NA,NA,1
"3455","chercheur","sérieux",1,NA,NA,NA,1
"3456","conscience","total",1,NA,NA,NA,1
"3457","information","nécessaire",1,NA,NA,NA,1
"3458","libération","couvert",1,NA,NA,NA,1
"3459","pathogène","biologique",1,NA,NA,NA,1
"3460","donnée","médical",1,NA,NA,NA,1
"3461","indicateur","comportemental",1,NA,NA,NA,1
"3462","donnée","civil",1,NA,NA,NA,1
"3463","attaque","bio",1,NA,NA,NA,1
"3464","bio","terroriste",1,NA,NA,NA,1
"3465","détection","précoce",1,NA,NA,NA,1
"3466","épidémie","normal",1,NA,NA,NA,1
"3467","algorithme","artificiel",1,NA,NA,NA,1
"3468","exploration","massif",1,NA,NA,NA,1
"3469","liberté","civil",1,NA,NA,NA,1
"3470","connaissance","global",1,NA,NA,NA,1
"3471","successeur","privé",1,NA,NA,NA,1
"3472","lien","public",1,NA,NA,NA,1
"3473","seul","client",1,NA,NA,NA,1
"3474","donnée","covid",1,NA,NA,NA,1
"3475","contrôle","anglo",1,NA,NA,NA,1
"3476","anglo","américain",1,NA,NA,NA,1
"3477","période","particulier",1,NA,NA,NA,1
"3478","nombreux","acteur",1,NA,NA,NA,1
"3479","petit","entreprise",1,NA,NA,NA,1
"3480","guématrie","juif",1,NA,NA,NA,1
"3481","civilisation","extraterrestre",1,NA,NA,NA,1
"3482","dieu","sumérien",1,NA,NA,NA,1
"3483","pur","conjecture",1,NA,NA,NA,1
"3484","classe","dirigeant",1,NA,NA,NA,1
"3485","classe","servant",1,NA,NA,NA,1
"3486","civilisation","humanoïde",1,NA,NA,NA,1
"3487","insecte","arachnéen",1,NA,NA,NA,1
"3488","masse","physique",1,NA,NA,NA,1
"3489","fréquence","physique",1,NA,NA,NA,1
"3490","civilisation","créateur",1,NA,NA,NA,1
"3491","nom","royal",1,NA,NA,NA,1
"3492","vallée","montagneux",1,NA,NA,NA,1
"3493","surveillance","militaire",1,NA,NA,NA,1
"3494","ingéniérie","inverse",1,NA,NA,NA,1
"3495","niveau","mondial",1,NA,NA,NA,1
"3496","plaisir","sexuel",1,NA,NA,NA,1
"3497","grand","religion",1,NA,NA,NA,1
"3498","lignée","royal",1,NA,NA,NA,1
"3499","lignée","familial",1,NA,NA,NA,1
"3500","société","secret",1,NA,NA,NA,1
"3501","hôte","humain",1,NA,NA,NA,1
"3502","pédophile","satanique",1,NA,NA,NA,1
"3503","existence","parallèle",1,NA,NA,NA,1
"3504","propre","fin",1,NA,NA,NA,1
"3505","autre","civilisation",1,NA,NA,NA,1
"3506","sens","humain",1,NA,NA,NA,1
"3507","écriture","religieux",1,NA,NA,NA,1
"3508","sens","biblique",1,NA,NA,NA,1
"3509","principal","moyen",1,NA,NA,NA,1
"3510","vibration","individuel",1,NA,NA,NA,1
"3511","ascension","planétaire",1,NA,NA,NA,1
"3512","travail","intérieur",1,NA,NA,NA,1
"3513","changement","nécessaire",1,NA,NA,NA,1
"3514","vieux","émotion",1,NA,NA,NA,1
"3515","émotion","négatif",1,NA,NA,NA,1
"3516","profond","schéma",1,NA,NA,NA,1
"3517","ingrédients",",ce",1,NA,NA,NA,1
"3518",",ce","dernier",1,NA,NA,NA,1
"3519","sombre","agenda",1,NA,NA,NA,1
"3520","triangle","pyramidal",1,NA,NA,NA,1
"3521","ligne","tellurique",1,NA,NA,NA,1
"3522","générateur","massif",1,NA,NA,NA,1
"3523","but","unique",1,NA,NA,NA,1
"3524","énergie","gratuit",1,NA,NA,NA,1
"3525","essence","mystique",1,NA,NA,NA,1
"3526","enseignement","sacrer",1,NA,NA,NA,1
"3527","sombre","collaboration",1,NA,NA,NA,1
"3528","portail","puissant",1,NA,NA,NA,1
"3529","ancien","civilisation",1,NA,NA,NA,1
"3530","peuple","ukrainien",1,NA,NA,NA,1
"3531","sainte","griller",1,NA,NA,NA,1
"3532","terre","saint",1,NA,NA,NA,1
"3533","rayonnement","micro-onder",1,NA,NA,NA,1
"3534","côte","sud",1,NA,NA,NA,1
"3535","direction","opposé",1,NA,NA,NA,1
"3536","fosse","ordinaire",1,NA,NA,NA,1
"3537","activité","étrange",1,NA,NA,NA,1
"3538","premier","marche",1,NA,NA,NA,1
"3539","âge","vénérable",1,NA,NA,NA,1
"3540","structure","inhabituelle",1,NA,NA,NA,1
"3541","objet","ovale",1,NA,NA,NA,1
"3542","rééducation","neuronal",1,NA,NA,NA,1
"3543","neuronal","mondialiste",1,NA,NA,NA,1
"3544","mondialistes-eugéniste","rééducateur",1,NA,NA,NA,1
"3545","aliment","méconnaître",1,NA,NA,NA,1
"3546","autre","niveau",1,NA,NA,NA,1
"3547","agenda","is",1,NA,NA,NA,1
"3548","nombreux","région",1,NA,NA,NA,1
"3549","matière","gras",1,NA,NA,NA,1
"3550","transition","vers",1,NA,NA,NA,1
"3551","alimentaire","sain",1,NA,NA,NA,1
"3552","propre","merd",1,NA,NA,NA,1
"3553","impression","3D",1,NA,NA,NA,1
"3554","technologie","électronique",1,NA,NA,NA,1
"3555","représentation","zéro",1,NA,NA,NA,1
"3556","contrôle","absolire",1,NA,NA,NA,1
"3557","régime","autoritaire",1,NA,NA,NA,1
"3558","objectif","final",1,NA,NA,NA,1
"3559","contrôle","semblable",1,NA,NA,NA,1
"3560","mesure","clé",1,NA,NA,NA,1
"3561","différence","énorme",1,NA,NA,NA,1
"3562","différence","essentiel",1,NA,NA,NA,1
"3563","technologie","nécessaire",1,NA,NA,NA,1
"3564","énorme","différence",1,NA,NA,NA,1
"3565","seul","fois",1,NA,NA,NA,1
"3566","central","national",1,NA,NA,NA,1
"3567","règlement","international",1,NA,NA,NA,1
"3568","système","mondial",1,NA,NA,NA,1
"3569","transaction","financier",1,NA,NA,NA,1
"3570","grand","gourmet",1,NA,NA,NA,1
"3571","nourriture","favorit",1,NA,NA,NA,1
"3572","solution","protéique",1,NA,NA,NA,1
"3573","protéique","naturel",1,NA,NA,NA,1
"3574","naturel","performant",1,NA,NA,NA,1
"3575","Ÿnsect","is",1,NA,NA,NA,1
"3576","seul","entité",1,NA,NA,NA,1
"3577","mauvais","chemin",1,NA,NA,NA,1
"3578","grand","invention",1,NA,NA,NA,1
"3579","compagnie","japonais",1,NA,NA,NA,1
"3580","grillon","terrestre",1,NA,NA,NA,1
"3581","super","aliment",1,NA,NA,NA,1
"3582","substance","riche",1,NA,NA,NA,1
"3583","nombreux","gourmet",1,NA,NA,NA,1
"3584","aliment","complet",1,NA,NA,NA,1
"3585","nouveau","émission",1,NA,NA,NA,1
"3586","mikhail","orlovembre",1,NA,NA,NA,1
"3587","star","hollywoodien",1,NA,NA,NA,1
"3588","autre","personnalité",1,NA,NA,NA,1
"3589","personnalité","médiatique",1,NA,NA,NA,1
"3590","médiatique","promouvoir",1,NA,NA,NA,1
"3591","agriculteur","néerlandais",1,NA,NA,NA,1
"3592","convoi","canadien",1,NA,NA,NA,1
"3593","vérité","social",1,NA,NA,NA,1
"3594","message","spécial",1,NA,NA,NA,1
"3595","beau","leçon",1,NA,NA,NA,1
"3596","protéine","tel",1,NA,NA,NA,1
"3597","secteur","agricole",1,NA,NA,NA,1
"3598","agroalimentaire","canadien",1,NA,NA,NA,1
"3599","qualité","supérieur",1,NA,NA,NA,1
"3600","https://www.canada.ca/en/agriculture-agri-food/news/2022/06/investment-in-state-of-the-art-facility-for-aspire-to-support-sustainable-food-production.html","traduction",1,NA,NA,NA,1
"3601","2ème","plat",1,NA,NA,NA,1
"3602","petit","remarque",1,NA,NA,NA,1
"3603","version","anglo-saxon",1,NA,NA,NA,1
"3604","sauterelle","frit",1,NA,NA,NA,1
"3605","prochain","fois",1,NA,NA,NA,1
"3606","élite","scientifique",1,NA,NA,NA,1
"3607","bioéconomie","durable",1,NA,NA,NA,1
"3608","technique","innovant",1,NA,NA,NA,1
"3609","innovant","tel",1,NA,NA,NA,1
"3610","grand","installation",1,NA,NA,NA,1
"3611","reporter","indépendant",1,NA,NA,NA,1
"3612","repas","scolaire",1,NA,NA,NA,1
"3613","source","tel",1,NA,NA,NA,1
"3614","parent","sain",1,NA,NA,NA,1
"3615","nouveau","vidéo",1,NA,NA,NA,1
"3616","fou","rire",1,NA,NA,NA,1
"3617","just","released",1,NA,NA,NA,1
"3618","released","this",1,NA,NA,NA,1
"3619","this","new",1,NA,NA,NA,1
"3620","new","video",1,NA,NA,NA,1
"3621","whicheval","explain",1,NA,NA,NA,1
"3622","peasant","that",1,NA,NA,NA,1
"3623","that","we",1,NA,NA,NA,1
"3624","we","are",1,NA,NA,NA,1
"3625","are","that",1,NA,NA,NA,1
"3626","that","wer",1,NA,NA,NA,1
"3627","but","this",1,NA,NA,NA,1
"3628","this","video",1,NA,NA,NA,1
"3629","video","gif",1,NA,NA,NA,1
"3630","lien","rumble.com/vvigbi-dr.-mike-yeadon-and-catherine-austin-fitts-doctors-for-covid-ethics.html",1,NA,NA,NA,1
"3631","courageux","bénévole",1,NA,NA,NA,1
"3632","durable","st",1,NA,NA,NA,1
"3633","farine","st",1,NA,NA,NA,1
"3634","dernier","chose",1,NA,NA,NA,1
"3635","alimentaire","quotidien",1,NA,NA,NA,1
"3636","gros","avantage",1,NA,NA,NA,1
"3637","contrôle","numérique",1,NA,NA,NA,1
"3638","dollar","numérique",1,NA,NA,NA,1
"3639","crédit","alimentaire",1,NA,NA,NA,1
"3640","rationnement","alimentaire",1,NA,NA,NA,1
"3641","portefeuille","numérique",1,NA,NA,NA,1
"3642","même","criminel",1,NA,NA,NA,1
"3643","gens","désespéré",1,NA,NA,NA,1
"3644","repas","supplémentaire",1,NA,NA,NA,1
"3645","système","financier",1,NA,NA,NA,1
"3646","occupation","illégitime",1,NA,NA,NA,1
"3647","dernier","acte",1,NA,NA,NA,1
"3648","effondrement","final",1,NA,NA,NA,1
"3649","véritable","échange",1,NA,NA,NA,1
"3650","blabla","unilatéral",1,NA,NA,NA,1
"3651","propre","grille",1,NA,NA,NA,1
"3652","propre","vérité",1,NA,NA,NA,1
"3653","certain","monde",1,NA,NA,NA,1
"3654","peur","supplémentaire",1,NA,NA,NA,1
"3655","même","élan",1,NA,NA,NA,1
"3656","pauvre","ignorant",1,NA,NA,NA,1
"3657","version","surgelé",1,NA,NA,NA,1
"3658","plein","période",1,NA,NA,NA,1
"3659","liberté","premier",1,NA,NA,NA,1
"3660","légume","frais",1,NA,NA,NA,1
"3661","fruit","sec",1,NA,NA,NA,1
"3662","réserve","large",1,NA,NA,NA,1
"3663","hiver","froid",1,NA,NA,NA,1
"3664","antibiotique","naturel",1,NA,NA,NA,1
"3665","bon","recette",1,NA,NA,NA,1
"3666","gros","torche",1,NA,NA,NA,1
"3667","groupe","jumeau",1,NA,NA,NA,1
"3668","précieux","info",1,NA,NA,NA,1
"3669","gros","bouteille",1,NA,NA,NA,1
"3670","poele","suédois",1,NA,NA,NA,1
"3671","magnifique","exemple",1,NA,NA,NA,1
"3672","tel","proposition",1,NA,NA,NA,1
"3673","doc","excel",1,NA,NA,NA,1
"3674","tel","liste",1,NA,NA,NA,1
"3675","réunion","tout",1,NA,NA,NA,1
"3676","divers","région",1,NA,NA,NA,1
"3677","endroit","préféré",1,NA,NA,NA,1
"3678","aspect","humain",1,NA,NA,NA,1
"3679","campagne","politique",1,NA,NA,NA,1
"3680","éventuel","cas",1,NA,NA,NA,1
"3681","bou","tout",1,NA,NA,NA,1
"3682","projet","noir",1,NA,NA,NA,1
"3683","nombreux","année",1,NA,NA,NA,1
"3684","donnée","essentiel",1,NA,NA,NA,1
"3685","camp","sédévacantiste",1,NA,NA,NA,1
"3686","représentant","humain",1,NA,NA,NA,1
"3687","image","catastrophique",1,NA,NA,NA,1
"3688","franc","maçonnerie",1,NA,NA,NA,1
"3689","loge","pedosatanique",1,NA,NA,NA,1
"3690","extrême","gravité",1,NA,NA,NA,1
"3691","vrai","sujet",1,NA,NA,NA,1
"3692","propre","pensée",1,NA,NA,NA,1
"3693","cabal","desperately",1,NA,NA,NA,1
"3694","desperately","want",1,NA,NA,NA,1
"3695","want","u",1,NA,NA,NA,1
"3696","meat","such",1,NA,NA,NA,1
"3697","such","avoir",1,NA,NA,NA,1
"3698","lab-grown","meat",1,NA,NA,NA,1
"3699","is","what",1,NA,NA,NA,1
"3700","powers-that","be",1,NA,NA,NA,1
"3701","force","obtuser",1,NA,NA,NA,1
"3702","abominable","alternatif",1,NA,NA,NA,1
"3703","viande","tel",1,NA,NA,NA,1
"3704","marché","naturel",1,NA,NA,NA,1
"3705","viande","véritable",1,NA,NA,NA,1
"3706","politique","obtux",1,NA,NA,NA,1
"3707","substitut","abominable",1,NA,NA,NA,1
"3708","bon","grille",1,NA,NA,NA,1
"3709","ingénient","spécial",1,NA,NA,NA,1
"3710","premier","ferme",1,NA,NA,NA,1
"3711","boutique","local",1,NA,NA,NA,1
"3712","cuisine","occidental",1,NA,NA,NA,1
"3713","goût","intéressant",1,NA,NA,NA,1
"3714","an","effortir",1,NA,NA,NA,1
"3715","it","cuisine",1,NA,NA,NA,1
"3716","fundamental","that",1,NA,NA,NA,1
"3717","that","theser",1,NA,NA,NA,1
"3718","theser","flours",1,NA,NA,NA,1
"3719","but","we",1,NA,NA,NA,1
"3720","vaccin","mandate",1,NA,NA,NA,1
"3721","bonne","nouveau",1,NA,NA,NA,1
"3722","répression","gouvernemental",1,NA,NA,NA,1
"3723","presse","italien",1,NA,NA,NA,1
"3724","étiquetage","obligatoire",1,NA,NA,NA,1
"3725","souveraineté","alimentaire",1,NA,NA,NA,1
"3726","concurrence","déloyal",1,NA,NA,NA,1
"3727","manière","opportune",1,NA,NA,NA,1
"3728","produit","dériver",1,NA,NA,NA,1
"3729","contrôle","strict",1,NA,NA,NA,1
"3730","produit","typique",1,NA,NA,NA,1
"3731","information","clair",1,NA,NA,NA,1
"3732","compartiment","visible",1,NA,NA,NA,1
"3733","réglementation","européen",1,NA,NA,NA,1
"3734","arme","antichar",1,NA,NA,NA,1
"3735","antichar","moderne",1,NA,NA,NA,1
"3736","déploiement","classique",1,NA,NA,NA,1
"3737","rôle","majeur",1,NA,NA,NA,1
"3738","espace","urbain",1,NA,NA,NA,1
"3739","appui","roulant",1,NA,NA,NA,1
"3740","vieux","génération",1,NA,NA,NA,1
"3741","voie","vertueux",1,NA,NA,NA,1
"3742","juste","milieu",1,NA,NA,NA,1
"3743","pronoïa","affirmatif",1,NA,NA,NA,1
"3744","média","alternatif",1,NA,NA,NA,1
"3745","sauveur","externe",1,NA,NA,NA,1
"3746","propre","volonté",1,NA,NA,NA,1
"3747","dernier","fois",1,NA,NA,NA,1
"3748","pâte","épais",1,NA,NA,NA,1
"3749","cholestérol","élevé",1,NA,NA,NA,1
"3750","traitement","anti-cholestérol",1,NA,NA,NA,1
"3751","autre","pharmacie",1,NA,NA,NA,1
"3752","relevé","bancaire",1,NA,NA,NA,1
"3753","this","essay",1,NA,NA,NA,1
"3754","dark","climat",1,NA,NA,NA,1
"3755","climat","changer",1,NA,NA,NA,1
"3756","changer","religion",1,NA,NA,NA,1
"3757","seul","bon",1,NA,NA,NA,1
"3758","bon","réponse",1,NA,NA,NA,1
"3759","district","scolaire",1,NA,NA,NA,1
"3760","sixième","année",1,NA,NA,NA,1
"3761","sombre","religion",1,NA,NA,NA,1
"3762","grillon",",sois",1,NA,NA,NA,1
"3763","groupe","international",1,NA,NA,NA,1
"3764","graphène","réduit",1,NA,NA,NA,1
"3765","diptère","publicité",1,NA,NA,NA,1
"3766","publicité","allemand",1,NA,NA,NA,1
"3767","propre","vers",1,NA,NA,NA,1
"3768","scientist","has",1,NA,NA,NA,1
"3769","graphe","oxider",1,NA,NA,NA,1
"3770","utilisation","exponentiel",1,NA,NA,NA,1
"3771","exposition","humain",1,NA,NA,NA,1
"3772","nano","matériau",1,NA,NA,NA,1
"3773","pénétration","cutané",1,NA,NA,NA,1
"3774","graphène","emprunt",1,NA,NA,NA,1
"3775","réponse","inflammatoire",1,NA,NA,NA,1
"3776","principal","antioxydant",1,NA,NA,NA,1
"3777","antioxydant","protecteur",1,NA,NA,NA,1
"3778","acide","gras",1,NA,NA,NA,1
"3779","gras","polyinsaturé",1,NA,NA,NA,1
"3780","structure","intime",1,NA,NA,NA,1
"3781","double","hélice",1,NA,NA,NA,1
"3782","tissu","suivant",1,NA,NA,NA,1
"3783","cellule","épithélial",1,NA,NA,NA,1
"3784","épithélial","alvéolaire",1,NA,NA,NA,1
"3785","cellule","ostéoblastique",1,NA,NA,NA,1
"3786","ostéoblastique","fœtal",1,NA,NA,NA,1
"3787","cellule","cervical",1,NA,NA,NA,1
"3788","globule","rouge",1,NA,NA,NA,1
"3789","cellule","neuronal",1,NA,NA,NA,1
"3790","changement","significatif",1,NA,NA,NA,1
"3791","gonflement","cellulaire",1,NA,NA,NA,1
"3792","noyau","cellulaire",1,NA,NA,NA,1
"3793","alimentaire","occidental",1,NA,NA,NA,1
"3794","occidental","traditionnel",1,NA,NA,NA,1
"3795","vice-ministre","polonais",1,NA,NA,NA,1
"3796","radio","polonais",1,NA,NA,NA,1
"3797","récent","décision",1,NA,NA,NA,1
"3798","décision","représent",1,NA,NA,NA,1
"3799","valeur","diététique",1,NA,NA,NA,1
"3800","élément","sérieux",1,NA,NA,NA,1
"3801","campagne","agressif",1,NA,NA,NA,1
"3802","menu","anti-insecte",1,NA,NA,NA,1
"3803","nouveau","boulette",1,NA,NA,NA,1
"3804","hot-dog","végétalien",1,NA,NA,NA,1
"3805","plat","expérimental",1,NA,NA,NA,1
"3806","ville","espagnol",1,NA,NA,NA,1
"3807","gros","usine",1,NA,NA,NA,1
"3808","premier","permis",1,NA,NA,NA,1
"3809","nouveau","siège",1,NA,NA,NA,1
"3810","procédure","administratif",1,NA,NA,NA,1
"3811","irréductible","antiva",1,NA,NA,NA,1
"3812","système","antichristique",1,NA,NA,NA,1
"3813","effet","diabolique",1,NA,NA,NA,1
"3814","tel","plan",1,NA,NA,NA,1
"3815","ordre","antichrétien",1,NA,NA,NA,1
"3816","réseau","occulte",1,NA,NA,NA,1
"3817","occulte","secret",1,NA,NA,NA,1
"3818","civilisation","chrétien",1,NA,NA,NA,1
"3819","misère","abyssal",1,NA,NA,NA,1
"3820","machine","propagandiste",1,NA,NA,NA,1
"3821","propagandiste","mondialiste",1,NA,NA,NA,1
"3822","problème","d",1,NA,NA,NA,1
"3823","mauvais","condition",1,NA,NA,NA,1
"3824","condition","climatique",1,NA,NA,NA,1
"3825","pénurie","crédible",1,NA,NA,NA,1
"3826","processus","familier",1,NA,NA,NA,1
"3827","manipulation","psychologique",1,NA,NA,NA,1
"3828","idée","général",1,NA,NA,NA,1
"3829","grillon","moulu",1,NA,NA,NA,1
"3830","masse","apostat",1,NA,NA,NA,1
"3831","caractère","bon",1,NA,NA,NA,1
"3832","bon","sang",1,NA,NA,NA,1
"3833","travail","message",1,NA,NA,NA,1
"3834","médecin","traitant",1,NA,NA,NA,1
"3835","stade","terminal",1,NA,NA,NA,1
"3836","douche","froid",1,NA,NA,NA,1
"3837","consommation","courant",1,NA,NA,NA,1
"3838","dangereux","psychopathe",1,NA,NA,NA,1
"3839","produit","chimique",1,NA,NA,NA,1
"3840","dangereux","déraille",1,NA,NA,NA,1
"3841","économie","russe",1,NA,NA,NA,1
"3842","doxa","étatique",1,NA,NA,NA,1
"3843","étatique","ambiant",1,NA,NA,NA,1
"3844","intérêt","personnel",1,NA,NA,NA,1
"3845","information","non-fonder",1,NA,NA,NA,1
"3846","absence","total",1,NA,NA,NA,1
"3847","sacré","choc",1,NA,NA,NA,1
"3848","propre","nourriture",1,NA,NA,NA,1
"3849","producteur","local",1,NA,NA,NA,1
"3850","producteur","respectueux",1,NA,NA,NA,1
"3851","pays","respectueux",1,NA,NA,NA,1
"3852","qualité","alimentaire",1,NA,NA,NA,1
"3853","dernier","degré",1,NA,NA,NA,1
"3854","certain","forme",1,NA,NA,NA,1
"3855","dernier","gage",1,NA,NA,NA,1
"3856","gage","légal",1,NA,NA,NA,1
"3857","excellencer","français",1,NA,NA,NA,1
"3858","dernier","ligne",1,NA,NA,NA,1
"3859","religion","juif",1,NA,NA,NA,1
"3860","aliment","kasher",1,NA,NA,NA,1
"3861","instance","religieux",1,NA,NA,NA,1
"3862","bien-être","animal",1,NA,NA,NA,1
"3863","pain","hindou",1,NA,NA,NA,1
"3864","garanti","végétarien",1,NA,NA,NA,1
"3865","autre","label",1,NA,NA,NA,1
"3866","seul","espèce",1,NA,NA,NA,1
"3867","sauterelle","cashere",1,NA,NA,NA,1
"3868","espèce","éteint",1,NA,NA,NA,1
"3869","cas","beau",1,NA,NA,NA,1
"3870","beau","communication",1,NA,NA,NA,1
"3871","communication","médiatique",1,NA,NA,NA,1
"3872","tout","casher",1,NA,NA,NA,1
"3873","mondialiste","scélérat",1,NA,NA,NA,1
"3874","meilleur","viande",1,NA,NA,NA,1
